1.3676,-0.9762
-0.2377,-0.5871
1.0970,-1.3939
0.6309,-0.4086
0.3030,-0.5583
-2.4041,-1.3304
0.8680,-0.5297
1.0179,-1.5854
0.2088,-0.0838
0.0870,-0.3648
-0.4110,-1.7177
0.2510,2.6253
-2.6249,0.4864
-0.9104,0.3611
0.3028,0.2746
0.7564,0.8172
-0.0084,-0.2314
0.4039,-0.6406
1.8651,0.8287
-1.3556,-0.9899
1.5757,-1.9915
-0.3018,-0.4923
0.6709,-0.5575
-0.3709,0.6734
-0.5920,-1.5627
0.9890,0.4045
-0.3198,0.8081
-0.3271,-1.5837
-0.5026,2.0081
0.4903,-0.5189
0.8240,0.6362
1.6959,1.0992
0.6687,-0.7533
-0.4729,0.8948
-1.0324,-0.7004
-0.4540,-1.1937
1.9715,-0.1939
1.5939,-1.9526
-0.4969,-1.7622
0.7318,0.9502
0.5089,0.2670
-1.2355,0.0840
-1.2209,-1.4317
-0.5307,0.3013
-0.2872,1.3097
-0.5093,1.8588
0.2184,1.2085
1.5816,0.7962
-1.4962,-1.1156
0.7300,0.4682
1.4413,-1.7394
-1.0914,-2.1072
0.2838,-0.5274
-0.5486,-0.3522
0.8804,1.1366
-0.7043,0.0537
-0.3499,0.2381
0.3292,-0.2458
0.1789,-1.5435
-0.4847,1.1500
0.5721,0.4782
1.3189,0.6570
0.3754,-0.2998
2.1814,-0.4431
0.2521,0.8359
-0.0293,0.1440
-1.2048,1.7875
-0.8950,-1.8828
0.8134,-0.7195
0.5515,0.9451
-0.6650,-0.1094
-1.3262,0.7355
-0.5454,1.0307
-0.5792,-0.9428
0.3759,0.9272
-0.1438,-1.5147
0.6506,-1.1691
1.0529,-0.4771
0.0709,-0.3201
0.3079,-0.6920
1.0034,1.5862
0.0004,-1.2724
-0.5605,0.5287
-1.1114,0.6994
0.7277,-0.8454
1.1654,0.1062
1.6881,0.7963
-0.7652,-0.8222
0.2545,0.1612
-2.3650,-2.1175
-1.3893,-1.5024
0.3759,-0.1552
0.4700,-0.3870
0.2982,0.0573
0.3251,-0.8492
0.9570,-1.7036
-1.3884,-2.1881
-0.9447,0.0798
-2.1467,-1.0356
0.5637,-1.0813
0.7501,-0.9275
1.7275,0.2729
-0.8433,0.0764
0.3209,1.2421
0.2442,-0.3039
1.0044,0.3604
1.2017,-0.3234
0.1568,1.0271
-0.2485,0.4140
-0.5957,0.5418
1.1311,0.6358
-0.5448,0.7111
-0.3731,2.0233
-0.6215,-1.2246
-0.6489,0.9916
0.3143,0.1741
-0.5306,2.1424
1.8113,-0.2074
0.1395,-1.6125
-0.8484,0.2929
-0.0501,0.3862
1.0139,1.9757
-0.2034,0.4810
-0.6533,-0.4618
0.7883,1.3230
-0.3080,-2.1212
0.7133,-0.5768
2.5663,0.3917
1.0240,0.7770
0.5898,1.3815
0.5934,0.0683
-1.4052,0.4722
-1.1867,0.2255
0.3258,0.7158
1.6737,-0.6011
-0.6006,-0.3723
-0.2167,1.0506
0.2795,-0.1653
0.7280,0.0846
-1.3062,-0.8484
-0.5230,1.1164
0.7946,-0.4446
1.6683,2.3034
-0.2291,0.4783
1.2381,0.8913
-1.4613,2.4555
0.5724,-0.8860
-1.6159,-0.8990
0.0007,-1.4517
-0.2409,0.0426
0.1250,-2.3837
0.2826,0.2833
1.5239,0.2775
1.1834,-1.2453
0.2828,0.4321
-1.0679,0.7501
0.8982,-1.3131
0.4459,-0.2279
-1.7216,0.3294
0.9950,1.2790
0.1877,-2.0387
-0.7698,0.2077
-0.4852,0.0964
0.0245,-0.0514
0.2720,-1.1869
-2.5632,-0.8561
-0.9680,-1.2418
1.1664,-0.0206
1.4463,0.8149
-0.5848,0.8986
1.6089,-1.7658
-0.8726,0.0848
1.0126,-0.0919
2.2670,1.4646
-0.7048,-1.6628
1.1362,1.4192
0.2786,-0.1029
1.8899,1.1407
0.4840,-0.3416
-2.2387,-1.8339
1.1829,1.9042
1.8759,0.9595
-1.0096,0.3479
-0.8328,-2.0621
0.0439,-0.7820
-1.4547,0.4333
-1.9966,-0.8814
0.9586,-1.0305
0.9437,0.6952
0.7601,0.2910
