-0.4156,0.2074
0.1336,-0.0565
-0.6121,0.8316
0.1238,-0.7219
1.4074,0.4267
1.5554,2.2515
-1.7094,0.3597
1.0038,1.1246
0.1513,-1.8735
0.2854,0.1048
0.5507,0.5816
-2.3774,-0.2606
0.9741,-0.7549
0.0179,0.0837
1.3132,0.2016
-0.6660,-1.3983
-0.7899,-0.8719
-0.0240,-1.5312
0.0918,0.7169
-0.9905,-0.3412
-0.5041,0.6851
-1.3798,0.9236
1.4393,-0.2174
1.7139,0.4238
0.0988,1.1515
1.1772,-1.3674
-0.6167,-0.0435
0.0403,0.4603
0.8548,0.3991
-1.8741,0.1973
1.0841,-0.5494
-0.0611,0.1803
0.7551,0.8265
-0.6179,-1.4083
-0.2307,0.8355
-1.0144,-1.1223
0.1361,-2.1060
-0.4020,0.3315
0.6814,0.3905
0.7167,-0.4096
0.0207,1.1679
-0.0703,0.0118
-1.5359,-0.4527
0.0017,-0.6741
-0.8721,-1.4963
-0.4541,0.2364
-1.1395,1.1142
-1.5295,1.5957
0.3878,-0.2322
0.3032,-0.3956
-0.4465,-1.6084
-0.0700,-0.0170
-0.4455,0.7147
-2.0409,0.6374
2.0089,-0.4725
1.4940,1.1664
-0.2761,0.6661
0.2181,0.7650
0.3940,0.4120
-0.4110,0.4071
0.1271,0.2368
-1.2242,-0.8594
1.2233,-0.6795
0.3306,0.0521
0.3422,1.6619
0.5545,0.7732
-0.4703,-0.4152
0.9451,-0.7728
-0.5364,0.4139
0.1802,1.7893
0.2258,-0.8771
-0.1250,0.7799
0.1819,-2.6588
-0.0688,0.1381
-1.7220,0.7858
-1.1099,-0.1621
0.1915,2.1132
-1.3377,1.1699
0.3718,-1.2818
-2.1964,1.1082
-1.3105,-1.5855
-0.2254,-0.2825
0.4860,-1.5901
1.4048,0.2349
1.4283,-0.4883
0.0090,0.5344
-0.4418,0.3091
1.3133,-0.0396
1.9421,-0.1001
-0.4917,0.6584
-0.0038,0.3904
0.4180,-1.7644
0.9919,-1.1566
-0.3595,-1.2375
1.4803,0.6978
0.8964,0.4054
0.1954,0.6910
-0.6591,0.0516
0.6334,0.7272
-0.1159,-0.3753
0.8798,-1.7734
-0.2574,-0.2546
-0.4987,-0.3032
-0.1355,0.4257
0.1311,0.3113
-0.3556,-0.6364
0.4148,-3.5019
0.7899,1.0676
-0.1984,0.0285
2.9203,0.4615
1.3228,0.1010
-1.3623,0.3493
-0.9674,-0.3888
-0.4143,1.1970
0.2352,0.0916
-3.8434,-1.3162
-0.7859,0.6088
-0.4501,-0.0738
-0.3461,1.4249
0.1781,1.7494
-0.3812,-0.3740
2.1078,-0.7030
0.3786,0.3249
0.3069,-1.6684
-3.7514,-0.1315
1.6956,-0.6058
-0.1093,-1.3231
-0.7638,-0.3917
-0.1798,-0.1113
1.0428,0.4188
-0.0664,-0.2562
-0.6211,-1.8462
-1.4874,0.9361
0.5717,-0.6599
-2.2222,1.5699
-0.5350,-1.5797
0.8751,0.2433
1.0039,-0.2075
0.3776,-0.1919
-0.4873,0.7912
0.7442,1.4220
-0.3131,-0.9905
0.7358,-1.8081
-0.3066,-1.1557
-0.1263,3.1997
1.0098,-0.1544
2.1024,-1.0296
-2.2902,-0.0463
2.3289,-0.6761
0.9395,-0.6936
0.7113,-1.5124
-0.0693,-1.2921
-0.8751,0.6020
0.4173,0.2875
0.1028,1.4956
0.0168,-1.8399
1.3822,-0.4044
0.8472,-0.3999
-1.0386,0.3326
-0.7942,0.5265
-0.7676,-0.3960
-0.2928,-0.0153
-0.3940,0.2989
-1.9445,-0.9123
0.3636,1.3025
1.0112,0.0214
-1.8591,-0.8269
-0.4695,0.2701
0.1430,0.9390
0.5599,0.0327
-0.6595,0.3035
-0.5011,0.8305
0.7946,-0.3125
0.7629,-0.4684
-0.6893,-0.2206
0.4542,0.6189
-1.3258,-0.2384
0.2124,1.4921
0.7650,-0.0261
0.8611,1.0673
-0.7718,-0.1422
1.4859,0.4667
-0.0432,-0.9813
0.9718,-0.7998
0.1419,-0.3716
0.3103,0.8652
0.0067,-1.6703
0.4531,-0.4723
0.9921,-0.2617
0.9756,0.4181
-1.0470,1.0290
1.2798,-1.2466
-0.1463,0.9933
-0.3630,-0.3682
0.1802,0.9983
-0.6772,0.8689
-1.5251,-0.6273
1.2614,0.9131
-1.9113,-0.5524
0.1362,-0.5253
-2.6287,0.8856
-1.1778,0.7568
1.6201,-0.7256
